1000015157,0
1000201771,3
100042118,1
1000723321,1
1000812911,3
1000837476,3
1000910826,2
1001320321,0
1001723730,4
1001742395,3
1001749118,3
100204014,3
1002088496,1
1002255315,3
1002394761,3
1003218714,2
1003298598,3
1003442061,4
1003888281,0
1003987001,3
1004105566,3
1004163647,3
1004389140,1
1004672608,3
100472565,2
1004826518,2
1004881261,3
1005138819,3
1005200906,2
100533489,2
100560400,4
1005695738,3
1005739807,3
100609661,3
1007196516,3
1007246985,3
100731318,3
1007533812,3
1007700625,3
1007891044,3
1008126487,3
1008142548,1
1008244905,1
1008284502,3
1008532311,3
1009037539,3
1009049118,3
1009126931,4
1009148537,1
1009268848,3
1009322597,3
1009361983,3
1009431532,2
1009441020,3
1009462599,3
1009489704,3
1009495847,3
1009704586,3
1009749557,2
1009845426,3
1010470173,1
1010648150,3
1010806468,4
1010855776,3
1010899191,3
1011139244,3
1011422445,3
1011571614,4
1011602291,2
1011858443,3
1011909285,4
1012257169,4
1012305013,1
1012426959,0
101253257,1
1012599090,3
1012623980,1
1012755275,3
1012804587,1
1012902365,4
1013678821,3
1013734375,3
1014087087,3
1014332426,4
1014359226,2
1014365825,3
1014433832,3
1014492188,1
1014810796,3
1014888611,3
1015034348,3
1015143489,3
1015749198,2
1016027375,1
1016258639,3
1016334938,3
1016415263,1
10169000,1
1016955090,2
1017006970,3
101712540,2
1017415426,4
1017667711,2
1017670009,2
1017827385,4
1017890227,3
1018433055,3
1018450745,1
101876866,3
1018973237,0
1019359196,3
1019366633,4
1019398233,4
1019486948,3
101960837,3
1020196137,3
1020245430,3
1020387881,3
102039365,0
1020423203,3
1020636424,3
1020936674,1
1021655183,2
1021758544,0
1022008227,3
1022283943,3
1022307478,3
1022475063,3
1022790491,3
1022850256,3
1022932733,4
1023151050,3
1023663951,4
1023837322,3
1023937437,3
1024067372,4
1024089865,0
1024191493,3
1024367055,2
102447703,3
1024504187,1
102485576,0
1024995071,3
1025060651,3
1025198223,3
1025466430,2
1025492337,3
1025511060,2
1025557405,3
1025616565,3
1025693532,3
1026177105,2
1026467332,0
1026511145,3
1026915452,1
102719039,3
1027550629,3
1027766963,3
1027796931,0
1028041356,3
1028105805,3
1028128877,4
1028318593,3
1028446573,3
1028629473,1
1028697500,2
1029560899,3
102968016,3
1029778366,3
1029779424,3
1030448520,1
1031500522,3
1031772206,3
1032082353,3
1032383932,3
1032460539,2
1032629824,1
1033283646,3
1033403106,0
1033787784,1
1033962303,4
1034219276,4
1034286210,3
1034407153,3
1034527129,3
1034548842,2
1034577161,3
1034735631,1
1035014017,4
1035350866,3
1035475040,3
1036133928,3
1036302176,3
103630546,3
1036380403,2
1036692910,3
1036697361,3
1036774035,3
1036959902,0
1037277772,1
1037337861,3
103776422,1
1038166459,3
1038176489,3
1038640139,1
1038916688,3
1039045921,3
1039176615,4
1039292236,4
1039658655,3
1039676268,3
1039830931,3
1039851684,3
1040079282,3
1040156603,3
1040315063,0
1040699059,1
1040828572,3
104086261,3
1040876350,3
1041022257,3
1041184552,3
1041588404,3
1041651309,3
1041666046,2
1041701814,3
1041922165,2
1041923025,3
1042223039,3
1042521522,3
1042550484,3
1042661635,3
1043083985,3
1043086898,4
1043184548,3
1043238803,2
1043392236,4
1043752907,3
1043857809,3
1044221536,3
104436415,2
1044411903,3
1044545725,3
1044718671,0
1044918414,3
1044930186,4
